skill,groupName,subGroupName,count,score,digital_assign,mod,lv.mod,order
Animal Shelter Manager,Technologies,Data base user interface and query software,15,108.408557894248,1,Business and management,Workforce digital skills,6
Apollo Reservation System,Technologies,Calendar and scheduling software,19,59.164527622210834,1,Sales and merchandising,Workforce digital skills,6
Apple iWork,Technologies,Office suite software,4,166.51546532393465,1,General office,Workforce digital skills,6
Applicant tracking software,Technologies,Human resources software,310,189.6083121256736,1,General office,Workforce digital skills,6
Application management software,Technologies,Configuration management software,92,160.17690934484008,1,General office,Workforce digital skills,6
Appointment scheduling software,Technologies,Calendar and scheduling software,177,194.50301243284002,1,General office,Workforce digital skills,6
Archon,Technologies,Data base user interface and query software,32,83.91566523460544,1,High-tech,Workforce digital skills,6
Asset management software,Technologies,Inventory management software,1084,123.12720715663193,1,Business and management,Workforce digital skills,6
Attendance tracking software,Technologies,Data base user interface and query software,9,136.78449969689248,1,General office,Workforce digital skills,6
Autodesk Buzzsaw,Technologies,Data base user interface and query software,15,97.29256454046198,1,Business and management,Workforce digital skills,6
Autodesk Combustion,Technologies,Graphics or photo imaging software,3733,207.41268620404733,1,Trades,Workforce digital skills,6
Automated payroll software,Technologies,Time accounting software,27,189.13268801965606,1,General office,Workforce digital skills,6
Automated timekeeping software,Technologies,Time accounting software,1,186.184805887702,1,General office,Workforce digital skills,6
Automatic titrators,Tools and Equipment,Miscellaneous or unclassified,18,70.9523789025007,1,Trades,Workforce digital skills,6
Automation Studio,Technologies,Analytical or scientific software,230,92.17983896938934,1,Business and management,Workforce digital skills,6
Aztec,Technologies,Analytical or scientific software,284,307.84814245242444,1,Sales and merchandising,Workforce digital skills,6
Barcode software,Technologies,Bar coding software,8,320.86540364788067,1,Sales and merchandising,Workforce digital skills,6
Bargaining Power,Technologies,Human resources software,8,116.49521612442196,1,Business and management,Workforce digital skills,6
Battery analyzers,Tools and Equipment,Miscellaneous or unclassified,32,31.7330803479176,1,Trades,Workforce digital skills,6
Beam saws,Tools and Equipment,Miscellaneous or unclassified,4,52.8882491949899,1,Business and management,Workforce digital skills,6
Billing software,Technologies,Accounting software,1771,166.19888284576956,1,General office,Workforce digital skills,6
Blackbaud CRM,Technologies,Customer relationship management CRM software,197,110.36565379200276,1,Business and management,Workforce digital skills,6
Blackboard,Technologies,Data base user interface and query software,2004,137.0516783240064,1,Business and management,Workforce digital skills,6
Blackboard Collaborate,Technologies,Computer based training software,136,115.46311688785187,1,Business and management,Workforce digital skills,6
Blackboard Learn,Technologies,Computer based training software,96,164.04828992945485,1,Business and management,Workforce digital skills,6
Blocks and tackle,Tools and Equipment,Miscellaneous or unclassified,16,74.30675671541633,1,Trades,Workforce digital skills,6
Blood collection tubes,Tools and Equipment,Miscellaneous or unclassified,3,25.6494733747416,1,Sales and merchandising,Workforce digital skills,6
Bookkeeping software,Technologies,Accounting software,1517,157.3709143831611,1,General office,Workforce digital skills,6
BPS Compliance,Technologies,Compliance software,11,165.5710537748884,1,General office,Workforce digital skills,6
Bridge design software,Technologies,Computer aided design CAD software,1,135.409994191981,1,General office,Workforce digital skills,6
Brokerage software,Technologies,Procurement software,86,117.93009935332672,1,General office,Workforce digital skills,6
Budget monitoring systems,Technologies,Financial analysis software,37,153.92554167661572,1,General office,Workforce digital skills,6
Budgeting software,Technologies,Accounting software,266,124.5773333771044,1,Business and management,Workforce digital skills,6
Building automation software,Technologies,Industrial control software,54,232.6599600296298,1,Trades,Workforce digital skills,6
Building Automation Systems (BAS),Occupational Skills,Facilities maintenance and design,74,228.02211868239613,1,Trades,Workforce digital skills,6
Bullhorn Applicant Tracking System,Technologies,Human resources software,6,211.080115161749,1,General office,Workforce digital skills,6
Business accounting software,Technologies,Accounting software,62,150.67808548783552,1,General office,Workforce digital skills,6
Business management software,Technologies,Data base user interface and query software,913,130.8150292621503,1,General office,Workforce digital skills,6
Business software applications,Technologies,Office suite software,815,130.46840641186978,1,High-tech,Workforce digital skills,6
Calendar and scheduling software,Technologies,Calendar and scheduling software,12,155.9527692401028,1,Business and management,Workforce digital skills,6
Calendar management software,Technologies,Calendar and scheduling software,33,163.93673605784488,1,General office,Workforce digital skills,6
Calendar software,Technologies,Calendar and scheduling software,217,160.92208673869985,1,General office,Workforce digital skills,6
Calibration software,Technologies,Analytical or scientific software,61,92.67840230008044,1,Trades,Workforce digital skills,6
Call center software,Technologies,Helpdesk or call center software,176,125.87320385093321,1,High-tech,Workforce digital skills,6
Candidate tracking software,Technologies,Human resources software,22,150.65472608529518,1,General office,Workforce digital skills,6
Capacity planning software,Technologies,Requirements analysis and system architecture software,5,126.44694853544853,1,Trades,Workforce digital skills,6
Career Cruising,Technologies,Data base user interface and query software,104,136.33404476547312,1,Business and management,Workforce digital skills,6
Career Zone,Technologies,Data base user interface and query software,31,107.69751570623724,1,Communication and interaction,Workforce digital skills,6
Case management system software,Technologies,Data base user interface and query software,14,179.1798924701509,1,General office,Workforce digital skills,6
CaseWare Working Papers,Technologies,Financial analysis software,112,131.47698110030203,1,General office,Workforce digital skills,6
Cash flow software,Technologies,Financial analysis software,7,183.163607554797,1,General office,Workforce digital skills,6
Ceridian,Technologies,Human resources software,7310,173.84548996138233,1,General office,Workforce digital skills,6
Cerner PowerChart,Technologies,Medical software,68,200.32155362547195,1,General office,Workforce digital skills,6
Chat software,Technologies,Network conferencing software,173,125.04898492502774,1,General office,Workforce digital skills,6
ChiroTouch,Technologies,Medical software,2,174.567175962041,1,General office,Workforce digital skills,6
Chrome River Expense,Technologies,Accounting software,4,32.0006309894704,1,Sales and merchandising,Workforce digital skills,6
Cisco Systems WebEx,Technologies,Video conferencing software,7357,121.42277840536705,1,Business and management,Workforce digital skills,6
Classification Web,Technologies,Information retrieval or search software,6,139.7615917437895,1,Sales and merchandising,Workforce digital skills,6
Client databases,Technologies,Data base user interface and query software,1546,133.59762735512774,1,General office,Workforce digital skills,6
Client information databases,Technologies,Data base user interface and query software,432,107.354105429325,1,General office,Workforce digital skills,6
Closed circuit television CCTV systems,Technologies,Surveillance Systems,17005,169.0431260817031,1,Sales and merchandising,Workforce digital skills,6
Closed circuit television systems,Tools and Equipment,Miscellaneous or unclassified,51,65.92649009962106,1,Sales and merchandising,Workforce digital skills,6
Compass software,Technologies,Analytical or scientific software,6,142.4056807059405,1,General office,Workforce digital skills,6
Complaint management software,Technologies,Customer relationship management CRM software,14,111.94366946767929,1,Business and management,Workforce digital skills,6
Compliance software,Technologies,Compliance software,296,113.73612826265803,1,Business and management,Workforce digital skills,6
Compounder software,Technologies,Medical software,30,113.10479377031137,1,General office,Workforce digital skills,6
Computer aided design and drafting CADD software,Technologies,Computer aided design CAD software,2761,238.77023971148253,1,Trades,Workforce digital skills,6
Computer assisted telephone interviewing CATI software,Technologies,Expert system software,11,122.74359118966976,1,Business and management,Workforce digital skills,6
Computer reservation system CRS software,Technologies,Data base user interface and query software,851,176.15903174489486,1,Sales and merchandising,Workforce digital skills,6
Computer scanners,Tools and Equipment,Miscellaneous or unclassified,27,290.5200534795725,1,Sales and merchandising,Workforce digital skills,6
Computer skills,Occupational Skills,Administrative,36947,200.13396747208023,1,Sales and merchandising,Workforce digital skills,6
Computer terminals,Tools and Equipment,Information Technology and telecommunications,22736,270.96194979394,1,Sales and merchandising,Workforce digital skills,6
Computerized cash registers,Tools and Equipment,Miscellaneous or unclassified,357,111.99573502637463,1,Sales and merchandising,Workforce digital skills,6
Computerized maintenance management system CMMS,Technologies,Facilities management software,12393,183.3573730965437,1,Trades,Workforce digital skills,6
Computerized scanners,Tools and Equipment,Miscellaneous or unclassified,18,312.153954878454,1,Sales and merchandising,Workforce digital skills,6
Conductivity probes,Tools and Equipment,Miscellaneous or unclassified,15,74.8253893373068,1,General office,Workforce digital skills,6
Confocal microscopes,Tools and Equipment,Miscellaneous or unclassified,18,55.902593480388404,1,Trades,Workforce digital skills,6
Contact management software,Technologies,Calendar and scheduling software,520,143.31389469516577,1,General office,Workforce digital skills,6
Contact management systems,Technologies,Customer relationship management CRM software,295,131.03968314531403,1,Business and management,Workforce digital skills,6
Contract Central,Technologies,Desktop publishing software,51,189.63320254178174,1,Business and management,Workforce digital skills,6
Contract management software,Technologies,Project management software,323,145.66291804623935,1,Business and management,Workforce digital skills,6
Coordinated incident management system CIMS software,Technologies,Network security or virtual private network VPN management software,100,169.33639249451156,1,General office,Workforce digital skills,6
Corel Office Suite,Technologies,Office suite software,1,174.567175962041,1,General office,Workforce digital skills,6
Corel WordPerfect,Technologies,Office suite software,29,162.8628478236896,1,General office,Workforce digital skills,6
Corel WordPerfect Office,Technologies,Office suite software,2,171.0051983038975,1,General office,Workforce digital skills,6
Cost accounting software,Technologies,Accounting software,5,186.668226856282,1,General office,Workforce digital skills,6
Cost estimating software,Technologies,Project management software,62,144.79139005572156,1,Business and management,Workforce digital skills,6
Cost estimation software,Technologies,Financial analysis software,23,205.31840854695741,1,Business and management,Workforce digital skills,6
Credit card processing software,Technologies,Point of sale POS software,5,131.08887511094065,1,General office,Workforce digital skills,6
Cummins Insite,Technologies,Analytical or scientific software,71,215.9872746126472,1,Trades,Workforce digital skills,6
Customer account management software,Technologies,Customer relationship management CRM software,1,84.7704955745783,1,Business and management,Workforce digital skills,6
Customer database software,Technologies,Data base user interface and query software,49,160.82375210724842,1,General office,Workforce digital skills,6
Customer information databases,Technologies,Customer relationship management CRM software,437,103.28481624128561,1,General office,Workforce digital skills,6
Customer relationship management CRM software,Technologies,Customer relationship management CRM software,138870,136.06518627133744,1,Business and management,Workforce digital skills,6
Daily Manager,Technologies,Document management software,399,180.88677217988848,1,Communication and interaction,Workforce digital skills,6
Data entry software,Technologies,Data base user interface and query software,621,154.1253065280934,1,General office,Workforce digital skills,6
Data extraction software,Technologies,Data mining software,26,178.2660461435833,1,General office,Workforce digital skills,6
Data input software,Technologies,Data base user interface and query software,354,173.9793063581267,1,General office,Workforce digital skills,6
Data loggers,Tools and Equipment,Information Technology and telecommunications,470,98.06251140536673,1,High-tech,Workforce digital skills,6
Data management software,Technologies,Data base user interface and query software,2022,128.89845859987634,1,General office,Workforce digital skills,6
Data warehousing software,Technologies,Document management software,7,184.66212012313207,1,High-tech,Workforce digital skills,6
Database application software,Technologies,Data base user interface and query software,32,133.26177161532217,1,General office,Workforce digital skills,6
Database management software,Technologies,Data base management system software,1169,137.0620590676185,1,General office,Workforce digital skills,6
Database reporting software,Technologies,Data base reporting software,8,128.67698242283967,1,General office,Workforce digital skills,6
Database software,Technologies,Data base user interface and query software,27834,138.8983741482077,1,General office,Workforce digital skills,6
Datatel Colleague,Technologies,Enterprise resource planning ERP software,62,157.35287895899373,1,General office,Workforce digital skills,6
dbSNP,Technologies,Analytical or scientific software,5,25.6494733747416,1,Communication and interaction,Workforce digital skills,6
Deacom ERP,Technologies,Enterprise resource planning ERP software,6,162.7300819260535,1,Business and management,Workforce digital skills,6
Decibel meters,Tools and Equipment,Miscellaneous or unclassified,31,31.7330803479176,1,Trades,Workforce digital skills,6
Decision support software,Technologies,Expert system software,120,150.53189872193528,1,Communication and interaction,Workforce digital skills,6
Deltek,Technologies,Enterprise resource planning ERP software,999,133.89391254855136,1,General office,Workforce digital skills,6
Deltek Costpoint,Technologies,Accounting software,29,106.08068002253341,1,General office,Workforce digital skills,6
Deltek Vision,Technologies,Enterprise resource planning ERP software,407,124.37736135702234,1,General office,Workforce digital skills,6
Dental billing software,Technologies,Accounting software,28,182.5256748304449,1,General office,Workforce digital skills,6
Dental office management software,Technologies,Medical software,62,195.45284027638513,1,Sales and merchandising,Workforce digital skills,6
Dental software,Technologies,Medical software,3452,210.34110985596706,1,Sales and merchandising,Workforce digital skills,6
Design of experiments DOE software,Technologies,Analytical or scientific software,64,80.2851236737365,1,High-tech,Workforce digital skills,6
Desire2Learn,Technologies,Computer based training software,457,131.38566101139742,1,Business and management,Workforce digital skills,6
Desoldering tools,Tools and Equipment,Miscellaneous or unclassified,2,27.6678043230944,1,Trades,Workforce digital skills,6
DHI MIKE URBAN,Technologies,Analytical or scientific software,2,135.409994191981,1,Business and management,Workforce digital skills,6
Dictation software,Technologies,Voice recognition software,158,121.06527275638268,1,General office,Workforce digital skills,6
Digital calipers,Tools and Equipment,Miscellaneous or unclassified,60,297.87387110789314,1,Trades,Workforce digital skills,6
Digital databases,Technologies,Information retrieval or search software,207,147.71597376663883,1,General office,Workforce digital skills,6
Digital Dispatch,Technologies,Mobile location based services software,38,114.92284996466007,1,Sales and merchandising,Workforce digital skills,6
Digital mixing consoles,Tools and Equipment,Miscellaneous or unclassified,12,134.1074301253574,1,Communication and interaction,Workforce digital skills,6
Digital panel meters,Tools and Equipment,Miscellaneous or unclassified,7,97.04889535916699,1,High-tech,Workforce digital skills,6
Digital paper,Tools and Equipment,Miscellaneous or unclassified,576,147.65242232650684,1,General office,Workforce digital skills,6
Digital photocopiers,Tools and Equipment,Miscellaneous or unclassified,20,190.71655597266616,1,General office,Workforce digital skills,6
Digital protractors,Tools and Equipment,Miscellaneous or unclassified,13,267.427251793837,1,Trades,Workforce digital skills,6
Digital scales,Tools and Equipment,Miscellaneous or unclassified,66,317.95943608067086,1,Trades,Workforce digital skills,6
Digital thermometers,Tools and Equipment,Miscellaneous or unclassified,23,144.09675311444602,1,Sales and merchandising,Workforce digital skills,6
Digitizing software,Technologies,Optical character reader OCR or scanning software,114,228.23459871941319,1,General office,Workforce digital skills,6
Document creation software,Technologies,Expert system software,63,82.63170168373877,1,General office,Workforce digital skills,6
Document imaging software,Technologies,Document management software,76,224.17846559401005,1,General office,Workforce digital skills,6
Document management system software,Technologies,Document management software,240,133.95603472519167,1,General office,Workforce digital skills,6
Driving simulators,Technologies,Computer based training software,12,106.05804889284866,1,General office,Workforce digital skills,6
Dropbox,Technologies,Document management software,1389,147.3314565786463,1,General office,Workforce digital skills,6
Dynamic object-oriented requirements system DOORS,Technologies,Analytical or scientific software,14,135.409994191981,1,Business and management,Workforce digital skills,6
Dynamic positioning DP software,Technologies,Analytical or scientific software,17,106.01550894526308,1,Business and management,Workforce digital skills,6
E-Verify,Technologies,Data base user interface and query software,1915,172.02979193446683,1,Business and management,Workforce digital skills,6
eBuy,Technologies,Procurement software,15,128.11834271167513,1,General office,Workforce digital skills,6
Eiffel,Technologies,Object or component oriented development software,450,295.4164189235852,1,Communication and interaction,Workforce digital skills,6
Electronic common technical document eCTD software,Technologies,Document management software,38,104.98771997550395,1,General office,Workforce digital skills,6
Electronic data interchange EDI software,Technologies,Electronic mail software,353,96.72502633065842,1,Business and management,Workforce digital skills,6
Electronic Data Interchange EDI systems,Technologies,Enterprise application integration software,18151,129.09137580887253,1,Business and management,Workforce digital skills,6
Electronic discovery software,Technologies,Analytical or scientific software,3,234.602286474516,1,General office,Workforce digital skills,6
Electronic document management system EDMS,Technologies,Document management software,140,107.49227379878042,1,General office,Workforce digital skills,6
Electronic medical administration record eMAR software,Technologies,Medical software,60,182.37183086039587,1,Sales and merchandising,Workforce digital skills,6
Email software,Technologies,Electronic mail software,1592,169.11123803660047,1,Business and management,Workforce digital skills,6
Empath,Technologies,Human resources software,277,189.6753765808835,1,General office,Workforce digital skills,6
Employee performance management system,Technologies,Human resources software,29,90.37138101141771,1,Trades,Workforce digital skills,6
Employee scheduling software,Technologies,Calendar and scheduling software,14,155.3358395264391,1,Business and management,Workforce digital skills,6
Enertia,Technologies,Inventory management software,2,155.6749152768395,1,General office,Workforce digital skills,6
Enterprise report management ERM software,Technologies,Document management software,34,135.4607500778088,1,Business and management,Workforce digital skills,6
Enterprise resource planning ERP software,Technologies,Enterprise resource planning ERP software,114630,137.9514530154629,1,Business and management,Workforce digital skills,6
Enterprise resource planning ERP system,Technologies,Enterprise resource planning ERP software,42324,149.76686869935807,1,Business and management,Workforce digital skills,6
Epicor,Technologies,Enterprise resource planning ERP software,2700,146.27561527703514,1,Business and management,Workforce digital skills,6
Epicor Vantage,Technologies,Enterprise resource planning ERP software,7,120.34241183869844,1,Business and management,Workforce digital skills,6
Epicor Vista ERP,Technologies,Enterprise resource planning ERP software,4,136.12111384903375,1,Business and management,Workforce digital skills,6
Equal employment opportunity EEO compliance software,Technologies,Compliance software,149,121.15226624705114,1,Business and management,Workforce digital skills,6
ERP software,Technologies,Enterprise resource planning ERP software,10754,129.1370267814803,1,Business and management,Workforce digital skills,6
Estate planning software,Technologies,Financial analysis software,5,129.86694709492895,1,Communication and interaction,Workforce digital skills,6
Estimating software,Technologies,Project management software,4478,136.9314083603541,1,Business and management,Workforce digital skills,6
eTakeoff,Technologies,Project management software,7,133.00790602879692,1,General office,Workforce digital skills,6
eTrac,Technologies,Data base user interface and query software,30,142.53209369254938,1,General office,Workforce digital skills,6
eXe,Technologies,Web page creation and editing software,959,208.69806597666914,1,Business and management,Workforce digital skills,6
ExpenseWatch,Technologies,Financial analysis software,2,145.367786836407,1,General office,Workforce digital skills,6
eXtensible Business Reporting Language XBRL,Technologies,Development environment software,41,121.29919985958095,1,General office,Workforce digital skills,6
Facilities management software,Technologies,Facilities management software,159,227.58834658457104,1,Business and management,Workforce digital skills,6
Factiva,Technologies,Information retrieval or search software,115,166.19990216590878,1,General office,Workforce digital skills,6
FastCAM,Technologies,Computer aided manufacturing CAM software,2,52.8882491949899,1,General office,Workforce digital skills,6
FedEx Ship Manager,Technologies,Materials requirements planning logistics and supply chain software,123,220.83637353790638,1,General office,Workforce digital skills,6
File management systems,Technologies,Document management software,1234,165.06902355009038,1,General office,Workforce digital skills,6
FileMaker Pro,Technologies,Data base user interface and query software,871,171.3822624320355,1,General office,Workforce digital skills,6
Filtering devices,Tools and Equipment,Miscellaneous or unclassified,1,20.1241501625776,1,High-tech,Workforce digital skills,6
Financial accounting software,Technologies,Accounting software,208,145.1018063723754,1,General office,Workforce digital skills,6
Financial analysis software,Technologies,Financial analysis software,66,130.12065930927065,1,Business and management,Workforce digital skills,6
Financial Competence,Technologies,Financial analysis software,160,126.9614506319807,1,Business and management,Workforce digital skills,6
Financial planning software,Technologies,Financial analysis software,1150,163.43709075906682,1,Business and management,Workforce digital skills,6
Financial reporting software,Technologies,Accounting software,308,136.8642033374499,1,General office,Workforce digital skills,6
Financial statement software,Technologies,Accounting software,19,148.58700609454482,1,Business and management,Workforce digital skills,6
Fleet management software,Technologies,Materials requirements planning logistics and supply chain software,448,147.24891998477662,1,High-tech,Workforce digital skills,6
Fleet management systems,Technologies,Materials requirements planning logistics and supply chain software,239,121.79893876816632,1,Business and management,Workforce digital skills,6
Floor planning software,Technologies,Computer aided design CAD software,9,228.491037487619,1,General office,Workforce digital skills,6
Flow chart software,Technologies,Pattern design software,12,66.4704187236406,1,General office,Workforce digital skills,6
Flowcharting software,Technologies,Charting software,91,154.64311968988403,1,High-tech,Workforce digital skills,6
FlowJo,Technologies,Analytical or scientific software,103,63.53751295843945,1,Business and management,Workforce digital skills,6
Fluorometers,Tools and Equipment,Miscellaneous or unclassified,7,50.999761708170276,1,Trades,Workforce digital skills,6
FOLLOW code,Technologies,Development environment software,217,271.17327166209213,1,Trades,Workforce digital skills,6
Frequency meters,Tools and Equipment,Miscellaneous or unclassified,47,31.7330803479176,1,Trades,Workforce digital skills,6
Fund accounting software,Technologies,Accounting software,27,103.65472033738756,1,General office,Workforce digital skills,6
Gemcom Surpac,Technologies,Analytical or scientific software,12,51.588717922680026,1,General office,Workforce digital skills,6
General ledger software,Technologies,Accounting software,35,139.51752591193073,1,General office,Workforce digital skills,6
Gensuite,Technologies,Compliance software,150,155.57495848622582,1,Business and management,Workforce digital skills,6
Geometrix,Technologies,Materials requirements planning logistics and supply chain software,50,227.65401540169216,1,Sales and merchandising,Workforce digital skills,6
Geriatric Depression Scale,Technologies,Medical software,29,204.97373587307086,1,Business and management,Workforce digital skills,6
Gift registry software,Technologies,Data base user interface and query software,1,133.997196755789,1,General office,Workforce digital skills,6
Global distribution system GDS software,Technologies,Data base user interface and query software,138,49.584792353241944,1,Sales and merchandising,Workforce digital skills,6
Google Calendar,Technologies,Calendar and scheduling software,2002,167.87005233630998,1,General office,Workforce digital skills,6
Google Chrome,Technologies,NA,103,127.70895242517415,1,General office,Workforce digital skills,6
Google Docs,Technologies,Word processing software,12538,163.77053563473424,1,General office,Workforce digital skills,6
Google Drive,Technologies,Office suite software,10393,161.0832735946349,1,General office,Workforce digital skills,6
Google Gmail,Technologies,Electronic mail software,504,152.6066722543944,1,General office,Workforce digital skills,6
Google Scholar,Technologies,Information retrieval or search software,40,67.95757543479209,1,High-tech,Workforce digital skills,6
Google Sheets,Technologies,Spreadsheet software,8574,144.2435558282067,1,General office,Workforce digital skills,6
Google Slides,Technologies,Presentation software,1305,128.54303106546496,1,General office,Workforce digital skills,6
GraphPad Prism,Technologies,Analytical or scientific software,47,74.55866580105267,1,General office,Workforce digital skills,6
GRESB (Green Real Estate Sustainability Benchmark),Occupational Skills,Environmental and social sustainability,87,69.09425146845753,1,Business and management,Workforce digital skills,6
GroupWise,Technologies,Electronic mail software,1398,205.01723792699826,1,General office,Workforce digital skills,6
HCSS HeavyBid,Technologies,Project management software,67,82.84712740645035,1,Business and management,Workforce digital skills,6
HCSS HeavyJob,Technologies,Project management software,43,102.70690773278432,1,Business and management,Workforce digital skills,6
Healthcare management system,Technologies,Medical software,21,109.45712989566,1,Business and management,Workforce digital skills,6
HotDocs,Technologies,Document management software,47,174.8684893685505,1,Business and management,Workforce digital skills,6
Hotel management system software,Technologies,Facilities management software,71,169.74532020558732,1,Sales and merchandising,Workforce digital skills,6
HRMDirect,Technologies,Human resources software,1244,260.14006394373047,1,Sales and merchandising,Workforce digital skills,6
HubSpot software,Technologies,Sales and marketing software,15,151.79296435369872,1,Business and management,Workforce digital skills,6
Human resource information system HRIS,Technologies,Human resources software,28832,172.05883845740834,1,General office,Workforce digital skills,6
Human resource management software HRMS,Technologies,Human resources software,3225,149.29026160980334,1,General office,Workforce digital skills,6
Human resources information system HRIS,Technologies,Human resources software,1343,174.36334888613217,1,General office,Workforce digital skills,6
Human resources management system HRMS,Technologies,Human resources software,110,156.67007758333156,1,General office,Workforce digital skills,6
Human resources software,Technologies,Human resources software,2192,169.67315216036118,1,General office,Workforce digital skills,6
Hyperion Enterprise,Technologies,Accounting software,33,116.0275258258483,1,Business and management,Workforce digital skills,6
IBM AS400,Technologies,Enterprise resource planning ERP software,13855,164.9260925468861,1,General office,Workforce digital skills,6
IBM AS400 Data Entry system/LIS,Technologies,Data base user interface and query software,335,180.2447167149572,1,General office,Workforce digital skills,6
IBM Cognos Impromptu,Technologies,Business intelligence and data analysis software,85,31.13712003452178,1,High-tech,Workforce digital skills,6
IBM Cognos Planning,Technologies,Enterprise resource planning ERP software,41,97.85195153918202,1,High-tech,Workforce digital skills,6
IBM Lotus Notes,Technologies,Electronic mail software,3965,139.99885339826255,1,General office,Workforce digital skills,6
IBM Maximo,Technologies,Enterprise resource planning ERP software,5947,157.7991592737958,1,Business and management,Workforce digital skills,6
IBM Maximo Asset Management,Technologies,Enterprise resource planning ERP software,118,117.67395172703804,1,High-tech,Workforce digital skills,6
ImproMed Infinity,Technologies,Medical software,23,169.60056550360557,1,Sales and merchandising,Workforce digital skills,6
Incident command system ICS software,Technologies,Project management software,1303,120.23601047528172,1,Business and management,Workforce digital skills,6
Infor EAM,Technologies,Enterprise resource planning ERP software,933,213.79963098276795,1,Trades,Workforce digital skills,6
Infor ERP Visual,Technologies,Enterprise resource planning ERP software,10,157.44927175273332,1,High-tech,Workforce digital skills,6
Infor XA,Technologies,Enterprise resource planning ERP software,25,97.93802037542773,1,Business and management,Workforce digital skills,6
Inmagic Genie,Technologies,Library software,7,216.43828173758266,1,Sales and merchandising,Workforce digital skills,6
Inspection management system,Technologies,Compliance software,70,156.77406595146698,1,Business and management,Workforce digital skills,6
Instant messaging software,Technologies,Instant messaging software,6,156.60783988454847,1,General office,Workforce digital skills,6
Instructional software,Technologies,Computer based training software,218,227.58652455874594,1,General office,Workforce digital skills,6
Intacct ERP,Technologies,Enterprise resource planning ERP software,16,135.6304130165821,1,General office,Workforce digital skills,6
Intercom equipment,Tools and Equipment,Miscellaneous or unclassified,11,64.35451045954676,1,Trades,Workforce digital skills,6
Intuit QuickBase,Technologies,Data base user interface and query software,4,120.22425067685471,1,General office,Workforce digital skills,6
Intuit QuickBooks,Technologies,Accounting software,37055,158.3284517439977,1,General office,Workforce digital skills,6
Intuit QuickBooks Premier,Technologies,Accounting software,1,159.623535210387,1,General office,Workforce digital skills,6
Intuit TurboTax,Technologies,Tax preparation software,531,128.24826043259895,1,Communication and interaction,Workforce digital skills,6
Inventory control software,Technologies,Inventory management software,13172,224.31920200400268,1,Sales and merchandising,Workforce digital skills,6
Inventory control systems,Technologies,Inventory management software,8791,277.7462243047503,1,Sales and merchandising,Workforce digital skills,6
Inventory management software,Technologies,Inventory management software,4538,261.916971982313,1,Sales and merchandising,Workforce digital skills,6
Inventory management systems,Technologies,Inventory management software,2937,215.53695787565206,1,Sales and merchandising,Workforce digital skills,6
Inventory software,Technologies,Inventory management software,3236,222.094059569848,1,General office,Workforce digital skills,6
Inventory tracking software,Technologies,Inventory management software,188,234.1701095181861,1,General office,Workforce digital skills,6
Invoice software,Technologies,Accounting software,683,180.4875440873511,1,General office,Workforce digital skills,6
iPro,Technologies,Data base user interface and query software,200,176.39334058632826,1,General office,Workforce digital skills,6
IRIS,Technologies,Graphics or photo imaging software,3057,226.503486051092,1,Communication and interaction,Workforce digital skills,6
iView Systems,Technologies,Data base user interface and query software,1,133.997196755789,1,Sales and merchandising,Workforce digital skills,6
JD Edwards,Technologies,Enterprise resource planning ERP software,9579,146.88321015689868,1,General office,Workforce digital skills,6
JDA Manugistics,Technologies,Materials requirements planning logistics and supply chain software,118,82.37813860160958,1,Business and management,Workforce digital skills,6
Jenzabar EX,Technologies,Enterprise resource planning ERP software,4,145.367786836407,1,General office,Workforce digital skills,6
Job costing software,Technologies,Accounting software,36,128.53319656695717,1,General office,Workforce digital skills,6
Job tracking software,Technologies,Project management software,22,252.94893926762444,1,General office,Workforce digital skills,6
JobBOSS,Technologies,Enterprise resource planning ERP software,126,165.1194663459343,1,General office,Workforce digital skills,6
Johnson Controls Metasys,Technologies,Industrial control software,309,218.15555766301514,1,Trades,Workforce digital skills,6
Juris,Technologies,Data base user interface and query software,906,170.0792976001784,1,Business and management,Workforce digital skills,6
Kant,Technologies,Analytical or scientific software,25,254.4812815870077,1,Communication and interaction,Workforce digital skills,6
KCD,Technologies,Computer aided design CAD software,19,254.17813747699626,1,Trades,Workforce digital skills,6
Khameleon,Technologies,Project management software,3,121.72716332572449,1,Business and management,Workforce digital skills,6
Kronos,Technologies,Data base reporting software,8371,178.27338109630008,1,General office,Workforce digital skills,6
Kronos Workforce Timekeeper,Technologies,Time accounting software,5,182.23512072463126,1,General office,Workforce digital skills,6
Label printing software,Technologies,Label making software,15,221.22536806803478,1,General office,Workforce digital skills,6
Labeling software,Technologies,Label making software,23,208.2166904048441,1,General office,Workforce digital skills,6
Laboratory information management system LIMS,Technologies,Analytical or scientific software,898,115.41097172679623,1,Trades,Workforce digital skills,6
Laboratory information system LIS,Technologies,Medical software,896,133.32786556108383,1,General office,Workforce digital skills,6
Laboratory precision balances,Tools and Equipment,Miscellaneous or unclassified,8,55.29913976241884,1,Trades,Workforce digital skills,6
LabWare LIMS,Technologies,Analytical or scientific software,84,82.79774289206213,1,Business and management,Workforce digital skills,6
Laserfiche software,Technologies,Document management software,28,185.26277218914066,1,General office,Workforce digital skills,6
Lawson ERP,Technologies,Enterprise resource planning ERP software,31,136.6288377906584,1,General office,Workforce digital skills,6
Learning management system LMS,Technologies,Computer based training software,2526,121.6145883677111,1,Business and management,Workforce digital skills,6
Legal Files Software,Technologies,Project management software,15,135.150916470592,1,Sales and merchandising,Workforce digital skills,6
